CheckingStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsStatus,Employment,InstallmentCommitment,PersonalStatus,OtherParties,ResidenceSince,PropertyMagnitude,Age,OtherPaymentPlans,Housing,ExistingCredits,Job,NumDependents,OwnTelephone,ForeignWorker,Class
<0,18.0,AllCreditsPaid,NewCar,1442.0,<100,4<=X<7,4.0,SingleMale,none,4.0,NoKnownProperty,32.0,None,ForFree,2.0,UnskilledResident,2.0,0,1,no
NoCheckingAccount,36.0,PreviouslyDelayedPayment,NewCar,10875.0,<100,>=7,2.0,SingleMale,none,2.0,Car,45.0,None,Own,2.0,Skilled,2.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,NewCar,1474.0,100<=X<500,<1,4.0,MarriedMale,none,3.0,RealEstate,33.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,10.0,ExistingCreditPaid,Retraining,894.0,NoSavings,4<=X<7,4.0,DivorcedFemale,none,3.0,LifeInsurance,40.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,15.0,OtherBankCredit,FurnitureOrEquipment,3343.0,<100,1<=X<4,4.0,SingleMale,none,2.0,NoKnownProperty,28.0,None,ForFree,1.0,Skilled,1.0,1,1,yes
<0,15.0,ExistingCreditPaid,NewCar,3959.0,<100,1<=X<4,3.0,DivorcedFemale,none,2.0,LifeInsurance,29.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,9.0,ExistingCreditPaid,NewCar,3577.0,100<=X<500,1<=X<4,1.0,SingleMale,guarantor,2.0,RealEstate,26.0,None,Rent,1.0,Skilled,2.0,0,0,yes
NoCheckingAccount,24.0,OtherBankCredit,UsedCar,5804.0,>=1000,1<=X<4,4.0,SingleMale,none,2.0,RealEstate,27.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,PreviouslyDelayedPayment,Business,2169.0,<100,1<=X<4,4.0,MarriedMale,none,2.0,Car,28.0,None,Own,1.0,Skilled,1.0,1,1,no
<0,24.0,ExistingCreditPaid,RadioOrTV,2439.0,<100,<1,4.0,DivorcedFemale,none,4.0,RealEstate,35.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,27.0,OtherBankCredit,FurnitureOrEquipment,4526.0,>=1000,<1,4.0,SingleMale,none,2.0,RealEstate,32.0,Stores,Own,2.0,UnskilledResident,2.0,1,1,yes
NoCheckingAccount,10.0,ExistingCreditPaid,FurnitureOrEquipment,2210.0,<100,1<=X<4,2.0,SingleMale,none,2.0,RealEstate,25.0,Bank,Rent,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,15.0,ExistingCreditPaid,FurnitureOrEquipment,2221.0,500<=X<1000,1<=X<4,2.0,DivorcedFemale,none,4.0,Car,20.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,RadioOrTV,2389.0,<100,<1,4.0,DivorcedFemale,none,1.0,Car,27.0,Stores,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,OtherBankCredit,FurnitureOrEquipment,3331.0,<100,>=7,2.0,SingleMale,none,4.0,LifeInsurance,42.0,Stores,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,36.0,ExistingCreditPaid,Business,7409.0,NoSavings,>=7,3.0,SingleMale,none,2.0,LifeInsurance,37.0,None,Own,2.0,Skilled,1.0,0,1,yes
<0,12.0,ExistingCreditPaid,FurnitureOrEquipment,652.0,<100,>=7,4.0,DivorcedFemale,none,4.0,LifeInsurance,24.0,None,Rent,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,36.0,PreviouslyDelayedPayment,FurnitureOrEquipment,7678.0,500<=X<1000,4<=X<7,2.0,DivorcedFemale,none,4.0,Car,40.0,None,Own,2.0,Skilled,1.0,1,1,yes
>=200,6.0,OtherBankCredit,NewCar,1343.0,<100,>=7,1.0,SingleMale,none,4.0,RealEstate,46.0,None,Own,2.0,Skilled,2.0,0,0,yes
<0,24.0,OtherBankCredit,Business,1382.0,100<=X<500,4<=X<7,4.0,SingleMale,none,1.0,RealEstate,26.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,15.0,ExistingCreditPaid,DomesticAppliance,874.0,NoSavings,<1,4.0,DivorcedFemale,none,1.0,RealEstate,24.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,12.0,ExistingCreditPaid,FurnitureOrEquipment,3590.0,<100,1<=X<4,2.0,SingleMale,co applicant,2.0,LifeInsurance,29.0,None,Own,1.0,UnskilledResident,2.0,0,1,yes
0<=X<200,11.0,OtherBankCredit,NewCar,1322.0,>=1000,1<=X<4,4.0,DivorcedFemale,none,4.0,Car,40.0,None,Own,2.0,Skilled,1.0,0,1,yes
<0,18.0,AllCreditsPaid,RadioOrTV,1940.0,<100,<1,3.0,SingleMale,co applicant,4.0,NoKnownProperty,36.0,Bank,ForFree,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,36.0,ExistingCreditPaid,RadioOrTV,3595.0,<100,>=7,4.0,SingleMale,none,2.0,Car,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,9.0,ExistingCreditPaid,NewCar,1422.0,<100,<1,3.0,SingleMale,none,2.0,NoKnownProperty,27.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,30.0,OtherBankCredit,RadioOrTV,6742.0,NoSavings,4<=X<7,2.0,SingleMale,none,3.0,LifeInsurance,36.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,7814.0,<100,4<=X<7,3.0,SingleMale,none,3.0,Car,38.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,9277.0,NoSavings,1<=X<4,2.0,DivorcedMale,none,4.0,NoKnownProperty,48.0,None,ForFree,1.0,Skilled,1.0,1,1,yes
0<=X<200,30.0,OtherBankCredit,NewCar,2181.0,NoSavings,>=7,4.0,SingleMale,none,4.0,RealEstate,36.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,RadioOrTV,1098.0,<100,Unemployed,4.0,DivorcedFemale,none,4.0,Car,65.0,None,Own,2.0,UnskilledNonResident,1.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,FurnitureOrEquipment,4057.0,<100,4<=X<7,3.0,DivorcedMale,none,3.0,Car,43.0,None,Own,1.0,Skilled,1.0,1,1,no
<0,12.0,ExistingCreditPaid,Education,795.0,<100,<1,4.0,DivorcedFemale,none,4.0,LifeInsurance,53.0,None,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,24.0,OtherBankCredit,Business,2825.0,NoSavings,4<=X<7,4.0,SingleMale,none,3.0,NoKnownProperty,34.0,None,Own,2.0,Skilled,2.0,1,1,yes
0<=X<200,48.0,ExistingCreditPaid,Business,15672.0,<100,1<=X<4,2.0,SingleMale,none,2.0,Car,23.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,36.0,OtherBankCredit,NewCar,6614.0,<100,>=7,4.0,SingleMale,none,4.0,Car,34.0,None,Own,2.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,28.0,AllCreditsPaid,UsedCar,7824.0,NoSavings,<1,3.0,SingleMale,guarantor,4.0,RealEstate,40.0,Bank,Rent,2.0,Skilled,2.0,1,1,yes
<0,27.0,OtherBankCredit,Business,2442.0,<100,>=7,4.0,SingleMale,none,4.0,Car,43.0,Stores,Own,4.0,HighlyQualified,2.0,1,1,yes
NoCheckingAccount,15.0,OtherBankCredit,RadioOrTV,1829.0,<100,>=7,4.0,SingleMale,none,4.0,Car,46.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,12.0,OtherBankCredit,NewCar,2171.0,<100,1<=X<4,4.0,SingleMale,none,4.0,LifeInsurance,38.0,Bank,Own,2.0,UnskilledResident,1.0,0,0,yes
0<=X<200,36.0,OtherBankCredit,UsedCar,5800.0,<100,1<=X<4,3.0,SingleMale,none,4.0,Car,34.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,18.0,OtherBankCredit,RadioOrTV,1169.0,NoSavings,1<=X<4,4.0,SingleMale,none,3.0,LifeInsurance,29.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,36.0,PreviouslyDelayedPayment,UsedCar,8947.0,NoSavings,4<=X<7,3.0,SingleMale,none,2.0,Car,31.0,Stores,Own,1.0,HighlyQualified,2.0,1,1,yes
<0,21.0,ExistingCreditPaid,RadioOrTV,2606.0,<100,<1,4.0,DivorcedFemale,none,4.0,LifeInsurance,28.0,None,Rent,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,12.0,OtherBankCredit,FurnitureOrEquipment,1592.0,>=1000,4<=X<7,3.0,DivorcedFemale,none,2.0,LifeInsurance,35.0,None,Own,1.0,Skilled,1.0,0,0,yes
NoCheckingAccount,15.0,ExistingCreditPaid,FurnitureOrEquipment,2186.0,NoSavings,4<=X<7,1.0,DivorcedFemale,none,4.0,RealEstate,33.0,Bank,Rent,1.0,UnskilledResident,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,FurnitureOrEquipment,4153.0,<100,1<=X<4,2.0,SingleMale,co applicant,3.0,Car,42.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,16.0,OtherBankCredit,NewCar,2625.0,<100,>=7,2.0,SingleMale,guarantor,4.0,LifeInsurance,43.0,Bank,Rent,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,20.0,OtherBankCredit,NewCar,3485.0,NoSavings,<1,2.0,DivorcedMale,none,4.0,RealEstate,44.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,36.0,OtherBankCredit,UsedCar,10477.0,NoSavings,>=7,2.0,SingleMale,none,4.0,NoKnownProperty,42.0,None,ForFree,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,15.0,ExistingCreditPaid,RadioOrTV,1386.0,NoSavings,1<=X<4,4.0,MarriedMale,none,2.0,RealEstate,40.0,None,Rent,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,1278.0,<100,>=7,4.0,SingleMale,none,1.0,RealEstate,36.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,12.0,ExistingCreditPaid,RadioOrTV,1107.0,<100,1<=X<4,2.0,SingleMale,none,2.0,RealEstate,20.0,None,Rent,1.0,HighlyQualified,2.0,1,1,yes
<0,21.0,ExistingCreditPaid,NewCar,3763.0,NoSavings,4<=X<7,2.0,SingleMale,co applicant,2.0,RealEstate,24.0,None,Own,1.0,UnskilledResident,1.0,0,0,yes
0<=X<200,36.0,ExistingCreditPaid,Education,3711.0,NoSavings,1<=X<4,2.0,MarriedMale,none,2.0,Car,27.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,15.0,PreviouslyDelayedPayment,UsedCar,3594.0,<100,<1,1.0,DivorcedFemale,none,2.0,LifeInsurance,46.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
0<=X<200,9.0,ExistingCreditPaid,NewCar,3195.0,NoSavings,1<=X<4,1.0,DivorcedFemale,none,2.0,RealEstate,33.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,36.0,PreviouslyDelayedPayment,RadioOrTV,4454.0,<100,1<=X<4,4.0,DivorcedFemale,none,4.0,RealEstate,34.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,24.0,OtherBankCredit,FurnitureOrEquipment,4736.0,<100,<1,2.0,DivorcedFemale,none,4.0,Car,25.0,Bank,Own,1.0,UnskilledResident,1.0,0,1,no
0<=X<200,30.0,ExistingCreditPaid,RadioOrTV,2991.0,NoSavings,>=7,2.0,DivorcedFemale,none,4.0,Car,25.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,11.0,ExistingCreditPaid,Business,2142.0,>=1000,>=7,1.0,DivorcedMale,none,2.0,RealEstate,28.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,24.0,AllCreditsPaid,Business,3161.0,<100,1<=X<4,4.0,SingleMale,none,2.0,LifeInsurance,31.0,None,Rent,1.0,Skilled,1.0,1,1,no
0<=X<200,48.0,NoCredits,Other,18424.0,<100,1<=X<4,1.0,DivorcedFemale,none,2.0,LifeInsurance,32.0,Bank,Own,1.0,HighlyQualified,1.0,1,0,no
NoCheckingAccount,10.0,ExistingCreditPaid,UsedCar,2848.0,100<=X<500,1<=X<4,1.0,SingleMale,co applicant,2.0,RealEstate,32.0,None,Own,1.0,Skilled,2.0,0,1,yes
<0,6.0,ExistingCreditPaid,NewCar,14896.0,<100,>=7,1.0,SingleMale,none,4.0,NoKnownProperty,68.0,Bank,Own,1.0,HighlyQualified,1.0,1,1,no
<0,24.0,ExistingCreditPaid,FurnitureOrEquipment,2359.0,100<=X<500,Unemployed,1.0,DivorcedMale,none,1.0,LifeInsurance,33.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,24.0,ExistingCreditPaid,FurnitureOrEquipment,3345.0,<100,>=7,4.0,SingleMale,none,2.0,LifeInsurance,39.0,None,Rent,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,18.0,OtherBankCredit,FurnitureOrEquipment,1817.0,<100,1<=X<4,4.0,DivorcedFemale,none,2.0,NoKnownProperty,28.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,48.0,PreviouslyDelayedPayment,RadioOrTV,12749.0,500<=X<1000,4<=X<7,4.0,SingleMale,none,1.0,Car,37.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,9.0,ExistingCreditPaid,RadioOrTV,1366.0,<100,<1,3.0,DivorcedFemale,none,4.0,LifeInsurance,22.0,None,Rent,1.0,Skilled,1.0,0,1,no
0<=X<200,12.0,ExistingCreditPaid,NewCar,2002.0,<100,4<=X<7,3.0,SingleMale,none,4.0,LifeInsurance,30.0,None,Rent,1.0,Skilled,2.0,1,1,yes
<0,24.0,AllCreditsPaid,FurnitureOrEquipment,6872.0,<100,<1,2.0,DivorcedMale,none,1.0,LifeInsurance,55.0,Bank,Own,1.0,Skilled,1.0,1,1,no
<0,12.0,AllCreditsPaid,NewCar,697.0,<100,<1,4.0,SingleMale,none,2.0,Car,46.0,Bank,Own,2.0,Skilled,1.0,1,1,no
<0,18.0,OtherBankCredit,FurnitureOrEquipment,1049.0,<100,<1,4.0,DivorcedFemale,none,4.0,LifeInsurance,21.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,48.0,ExistingCreditPaid,UsedCar,10297.0,<100,4<=X<7,4.0,SingleMale,none,4.0,NoKnownProperty,39.0,Stores,ForFree,3.0,Skilled,2.0,1,1,no
NoCheckingAccount,30.0,ExistingCreditPaid,RadioOrTV,1867.0,NoSavings,>=7,4.0,SingleMale,none,4.0,Car,58.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,12.0,PreviouslyDelayedPayment,NewCar,1344.0,<100,1<=X<4,4.0,SingleMale,none,2.0,RealEstate,43.0,None,Own,2.0,UnskilledResident,2.0,0,1,yes
<0,24.0,ExistingCreditPaid,FurnitureOrEquipment,1747.0,<100,<1,4.0,SingleMale,co applicant,1.0,LifeInsurance,24.0,None,Own,1.0,UnskilledResident,1.0,0,0,yes
0<=X<200,9.0,ExistingCreditPaid,RadioOrTV,1670.0,<100,<1,4.0,DivorcedFemale,none,2.0,Car,22.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,9.0,OtherBankCredit,NewCar,1224.0,<100,1<=X<4,3.0,SingleMale,none,1.0,RealEstate,30.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,OtherBankCredit,RadioOrTV,522.0,500<=X<1000,>=7,4.0,SingleMale,none,4.0,LifeInsurance,42.0,None,Own,2.0,Skilled,2.0,1,1,yes
<0,12.0,ExistingCreditPaid,RadioOrTV,1498.0,<100,1<=X<4,4.0,DivorcedFemale,none,1.0,Car,23.0,Bank,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,30.0,PreviouslyDelayedPayment,RadioOrTV,1919.0,100<=X<500,<1,4.0,SingleMale,none,3.0,NoKnownProperty,30.0,Stores,Own,2.0,HighlyQualified,1.0,0,1,no
>=200,9.0,ExistingCreditPaid,RadioOrTV,745.0,<100,1<=X<4,3.0,DivorcedFemale,none,2.0,RealEstate,28.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
0<=X<200,6.0,ExistingCreditPaid,RadioOrTV,2063.0,<100,<1,4.0,MarriedMale,none,3.0,Car,30.0,None,Rent,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,60.0,ExistingCreditPaid,Education,6288.0,<100,1<=X<4,4.0,SingleMale,none,4.0,NoKnownProperty,42.0,None,ForFree,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,OtherBankCredit,UsedCar,6842.0,NoSavings,1<=X<4,2.0,SingleMale,none,4.0,LifeInsurance,46.0,None,Own,2.0,HighlyQualified,2.0,1,1,yes
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,3527.0,NoSavings,<1,2.0,SingleMale,none,3.0,LifeInsurance,45.0,None,Own,1.0,HighlyQualified,2.0,1,1,yes
NoCheckingAccount,10.0,ExistingCreditPaid,NewCar,1546.0,<100,1<=X<4,3.0,SingleMale,none,2.0,RealEstate,31.0,None,Own,1.0,UnskilledResident,2.0,0,0,yes
NoCheckingAccount,24.0,ExistingCreditPaid,FurnitureOrEquipment,929.0,NoSavings,4<=X<7,4.0,SingleMale,none,2.0,Car,31.0,Stores,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,4.0,OtherBankCredit,NewCar,1455.0,<100,4<=X<7,2.0,SingleMale,none,1.0,RealEstate,42.0,None,Own,3.0,UnskilledResident,2.0,0,1,yes
<0,15.0,ExistingCreditPaid,FurnitureOrEquipment,1845.0,<100,<1,4.0,DivorcedFemale,guarantor,1.0,LifeInsurance,46.0,None,Rent,1.0,Skilled,1.0,0,1,yes
0<=X<200,48.0,NoCredits,NewCar,8358.0,500<=X<1000,<1,1.0,DivorcedFemale,none,1.0,Car,30.0,None,Own,2.0,Skilled,1.0,0,1,yes
<0,24.0,AllCreditsPaid,FurnitureOrEquipment,3349.0,500<=X<1000,<1,4.0,SingleMale,none,4.0,NoKnownProperty,30.0,None,ForFree,1.0,Skilled,2.0,1,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,2859.0,NoSavings,Unemployed,4.0,SingleMale,none,4.0,NoKnownProperty,38.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,FurnitureOrEquipment,1533.0,<100,<1,4.0,MarriedMale,co applicant,1.0,LifeInsurance,43.0,None,Own,1.0,UnskilledResident,2.0,0,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,3621.0,100<=X<500,>=7,2.0,SingleMale,none,4.0,Car,31.0,None,Own,2.0,Skilled,1.0,0,1,no
0<=X<200,18.0,OtherBankCredit,Business,3590.0,<100,Unemployed,3.0,MarriedMale,none,3.0,Car,40.0,None,Own,3.0,UnskilledNonResident,2.0,1,1,yes
<0,36.0,PreviouslyDelayedPayment,Business,2145.0,<100,4<=X<7,2.0,SingleMale,none,1.0,Car,24.0,None,Own,2.0,Skilled,1.0,1,1,no
0<=X<200,24.0,ExistingCreditPaid,UsedCar,4113.0,500<=X<1000,<1,3.0,DivorcedFemale,none,4.0,Car,28.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,36.0,ExistingCreditPaid,FurnitureOrEquipment,10974.0,<100,Unemployed,4.0,DivorcedFemale,none,2.0,Car,26.0,None,Own,2.0,HighlyQualified,1.0,1,1,no
<0,12.0,ExistingCreditPaid,NewCar,1893.0,<100,1<=X<4,4.0,DivorcedFemale,guarantor,4.0,LifeInsurance,29.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,24.0,OtherBankCredit,RadioOrTV,1231.0,>=1000,>=7,4.0,DivorcedFemale,none,4.0,LifeInsurance,57.0,None,Rent,2.0,HighlyQualified,1.0,1,1,yes
>=200,30.0,OtherBankCredit,RadioOrTV,3656.0,NoSavings,>=7,4.0,SingleMale,none,4.0,LifeInsurance,49.0,Stores,Own,2.0,UnskilledResident,1.0,0,1,yes
0<=X<200,9.0,OtherBankCredit,RadioOrTV,1154.0,<100,>=7,2.0,SingleMale,none,4.0,RealEstate,37.0,None,Own,3.0,UnskilledResident,1.0,0,1,yes
<0,28.0,ExistingCreditPaid,NewCar,4006.0,<100,1<=X<4,3.0,SingleMale,none,2.0,Car,45.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
0<=X<200,24.0,ExistingCreditPaid,FurnitureOrEquipment,3069.0,100<=X<500,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,30.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,6.0,OtherBankCredit,RadioOrTV,1740.0,<100,>=7,2.0,MarriedMale,none,2.0,RealEstate,30.0,None,Rent,2.0,Skilled,1.0,0,1,yes
0<=X<200,21.0,PreviouslyDelayedPayment,NewCar,2353.0,<100,1<=X<4,1.0,DivorcedMale,none,4.0,LifeInsurance,47.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,15.0,ExistingCreditPaid,NewCar,3556.0,NoSavings,1<=X<4,3.0,SingleMale,none,2.0,NoKnownProperty,29.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,2397.0,500<=X<1000,>=7,3.0,SingleMale,none,2.0,Car,35.0,Bank,Own,2.0,Skilled,1.0,1,1,no
0<=X<200,6.0,ExistingCreditPaid,Repairs,454.0,<100,<1,3.0,MarriedMale,none,1.0,LifeInsurance,22.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,30.0,ExistingCreditPaid,RadioOrTV,1715.0,NoSavings,1<=X<4,4.0,DivorcedFemale,none,1.0,Car,26.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,27.0,OtherBankCredit,RadioOrTV,2520.0,500<=X<1000,1<=X<4,4.0,SingleMale,none,2.0,LifeInsurance,23.0,None,Own,2.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,15.0,ExistingCreditPaid,RadioOrTV,3568.0,<100,>=7,4.0,DivorcedFemale,none,2.0,Car,54.0,Bank,Rent,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,42.0,ExistingCreditPaid,RadioOrTV,7166.0,NoSavings,4<=X<7,2.0,MarriedMale,none,4.0,LifeInsurance,29.0,None,Rent,1.0,Skilled,1.0,1,1,yes
<0,11.0,OtherBankCredit,NewCar,3939.0,<100,1<=X<4,1.0,SingleMale,none,2.0,RealEstate,40.0,None,Own,2.0,UnskilledResident,2.0,0,1,yes
0<=X<200,15.0,ExistingCreditPaid,Repairs,1514.0,100<=X<500,1<=X<4,4.0,SingleMale,guarantor,2.0,RealEstate,22.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,NewCar,7393.0,<100,1<=X<4,1.0,SingleMale,none,4.0,LifeInsurance,43.0,None,Own,1.0,UnskilledResident,2.0,0,1,yes
<0,24.0,AllCreditsPaid,NewCar,1193.0,<100,Unemployed,1.0,DivorcedFemale,co applicant,4.0,NoKnownProperty,29.0,None,Rent,2.0,UnskilledNonResident,1.0,0,1,no
<0,60.0,ExistingCreditPaid,Business,7297.0,<100,>=7,4.0,SingleMale,co applicant,4.0,NoKnownProperty,36.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,30.0,OtherBankCredit,RadioOrTV,2831.0,<100,1<=X<4,4.0,DivorcedFemale,none,2.0,Car,33.0,None,Own,1.0,Skilled,1.0,1,1,yes
>=200,24.0,ExistingCreditPaid,RadioOrTV,1258.0,500<=X<1000,1<=X<4,3.0,DivorcedFemale,none,3.0,Car,57.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,6.0,ExistingCreditPaid,RadioOrTV,753.0,<100,1<=X<4,2.0,DivorcedFemale,guarantor,3.0,RealEstate,64.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,18.0,PreviouslyDelayedPayment,Business,2427.0,NoSavings,>=7,4.0,SingleMale,none,2.0,LifeInsurance,42.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,PreviouslyDelayedPayment,NewCar,2538.0,<100,>=7,4.0,SingleMale,none,4.0,Car,47.0,None,Own,2.0,UnskilledResident,2.0,0,1,no
0<=X<200,15.0,AllCreditsPaid,NewCar,1264.0,100<=X<500,1<=X<4,2.0,MarriedMale,none,2.0,LifeInsurance,25.0,None,Rent,1.0,Skilled,1.0,0,1,no
0<=X<200,30.0,OtherBankCredit,FurnitureOrEquipment,8386.0,<100,4<=X<7,2.0,SingleMale,none,2.0,LifeInsurance,49.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,48.0,ExistingCreditPaid,Business,4844.0,<100,Unemployed,3.0,SingleMale,none,2.0,Car,33.0,Bank,Rent,1.0,HighlyQualified,1.0,1,1,no
>=200,21.0,ExistingCreditPaid,NewCar,2923.0,100<=X<500,1<=X<4,1.0,DivorcedFemale,none,1.0,Car,28.0,Bank,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,36.0,ExistingCreditPaid,UsedCar,8229.0,<100,1<=X<4,2.0,SingleMale,none,2.0,LifeInsurance,26.0,None,Own,1.0,Skilled,2.0,0,1,no
NoCheckingAccount,24.0,OtherBankCredit,FurnitureOrEquipment,2028.0,<100,4<=X<7,2.0,SingleMale,none,2.0,LifeInsurance,30.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
<0,15.0,OtherBankCredit,FurnitureOrEquipment,1433.0,<100,1<=X<4,4.0,DivorcedFemale,none,3.0,LifeInsurance,25.0,None,Rent,2.0,Skilled,1.0,0,1,yes
>=200,42.0,NoCredits,Business,6289.0,<100,<1,2.0,DivorcedMale,none,1.0,LifeInsurance,33.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,13.0,ExistingCreditPaid,RadioOrTV,1409.0,100<=X<500,Unemployed,2.0,DivorcedFemale,none,4.0,RealEstate,64.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,24.0,ExistingCreditPaid,UsedCar,6579.0,<100,Unemployed,4.0,SingleMale,none,2.0,NoKnownProperty,29.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,24.0,OtherBankCredit,RadioOrTV,1743.0,<100,>=7,4.0,SingleMale,none,2.0,LifeInsurance,48.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,12.0,OtherBankCredit,Education,3565.0,NoSavings,<1,2.0,SingleMale,none,1.0,LifeInsurance,37.0,None,Own,2.0,UnskilledResident,2.0,0,1,yes
NoCheckingAccount,15.0,AllCreditsPaid,RadioOrTV,1569.0,100<=X<500,>=7,4.0,SingleMale,none,4.0,Car,34.0,Bank,Own,1.0,UnskilledResident,2.0,0,1,yes
<0,18.0,ExistingCreditPaid,RadioOrTV,1936.0,NoSavings,4<=X<7,2.0,MarriedMale,none,4.0,Car,23.0,None,Rent,2.0,UnskilledResident,1.0,0,1,yes
<0,36.0,ExistingCreditPaid,FurnitureOrEquipment,3959.0,<100,Unemployed,4.0,SingleMale,none,3.0,LifeInsurance,30.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,2390.0,NoSavings,>=7,4.0,SingleMale,none,3.0,Car,50.0,None,Own,1.0,Skilled,1.0,1,1,yes
